SLUG,SYMBOL,NAME
 materium,MTRM, Materium
 forus,FORS, Forus
 option-panda,OPA, OptionPanda
 exponential-capital,EXPO, Exponential Capital
 bulldogswap,BUDG, Bulldogswap
 bitcashpay-new,BCP, Bitcashpay (new)
 arena-token,ARENA, Arena Token
 xfund,XFUND, xFund
 gspi-governance,GSPI, GSPI Shopping.io Governance
 tosdis,DIS, TosDis
 jojo,JOJO, JOJO
 moox,MOOX, Moox
 avaxtars-token,AVXT, Avaxtars Token
 mithril-share,MIS, Mithril Share
 wanaka-farm,WANA, Wanaka Farm
 blue-horizon,BLH, Blue Horizon
 limeodyssey,LOM, LimeOdysseyM with ITAM
 niftypays,NIFTY, NiftyPays
 linear-finance,LUSD, ℓUSD
 choccyswap,CCY, ChoccySwap
 sklay,SKLAY, sKLAY
 kurobi,KURO, Kurobi
 grom,GR, Grom
 eifi-finance,EIFI, Eifi FInance
 supremex,SXC, SupremeX
 meld,MELD, MELD
 elite-1337,ELITE, ftm.guru
 unium,UNM, UNIUM
 anontoken-v2,AT, AnonToken
 notional-finance,NOTE, Notional Finance
 crypto-raider,RAIDER, Crypto Raiders
 boo-finance,BOOFI, Boo Finance
 ibg-finance,IBG, iBG Finance
 bumper,BUMP, Bumper
 autoshark,JAWS, AutoShark
 axial,AXIAL, Axial
 notable-nft,NBL, Notable
 couponbay,CUP, CouponBay
 transient,TSCT, Transient
 gogo-finance,GOGO, GOGO.finance
 monetas,MNTG, Monetas
 talken,TALK, Talken
 starlaunch,STARS, StarLaunch
 sexn,SST, Sexn
 dot-finance,PINK, Dot Finance
 wso,WSO, Widi Soul
 gbrick,GBX, Gbrick
 birb,BIRB, Birb
 avocadocoin,AVDO, AvocadoCoin
 yasha-dao,YASHA, Yasha Dao
 itsmyne,MYNE, ITSMYNE
 bloggercoin,BLOGGER, Bloggercoin
 trendsy,TRNDZ, Trendsy
 voice-street,VST, Voice Street
 stone-token,STN, Stone DeFi
 alpha-nodes,$ALPHA, Alpha Nodes
 fat-cat-killer,KILLER, Fat Cat Killer
 oxbull-solana,OXS, Oxbull Solana
 digichain,DIGICHAIN, Digichain
 oec-fil,FILK, OEC FIL
 crystal-of-dragon,COD, Crystal Of Dragon
 spacey,SPAY, SpaceY
 ifoswap-token,H2O, IFOSwap Token
 nuclear-bomb,NB, Nuclear Bomb
 quid-ika,QUID, Quid Ika
 saitoki-inu,SAITOKI, Saitoki Inu
 moby-dick-new,MOBY, Moby Dick V2
 amara-finance,MARA, Amara Finance
 herobook,HBG, HeroBook
 candylad,CANDYLAD, Candylad
 chihiro-inu,CHIRO, Chihiro Inu
 lonelyfans-new,LOF, Lonelyfans (NEW)
 waggle-network,WAG, Waggle Network
 seba,SEBA, Seba
 anonverse-gaming-token,VVV, Anonverse Gaming Token
 fanadise,FAN, Fanadise
 coinxpad,CXPAD, CoinxPad
 trustnft,TRUSTNFT, TrustNFT
 dead-knight,DKM, Dead Knight Metaverse
 zilswap,ZWAP, ZilSwap
 polars,POL, Polars
 niob-finance,NIOB, Niob Finance
 croxswap,CROX, CroxSwap
 chikn-fert,FERT, Chikn Fert
 age-of-tanks,A.O.T, Age of Tanks
 digimetaverse,DGMV, DigiMetaverse
 bit-castle-war,BCW, Bit Castle War
 coinary-token,CYT, Coinary Token
 decentralized-nations,DENA, Decentralized Nations
 metagin,METAGIN, MetaGin
 aarma,ARMA, Aarma
 crystal-powder,CP, Crystal Powder
 karastar-umy,UMY, KaraStar UMY
 comb-finance,COMB, Comb Finance
 quidax,QDX, Quidax Token
 fomo-chronicles,OTAKU, FOMO Chronicles Manga
 poocoin,POOCOIN, PooCoin
 shinedao,SHN, ShineDAO
 podo,POD, PODO
 the-everlasting-parachain,ELP, The Everlasting Parachain
 solar-full-cycle,SFC, Solar Full Cycle
 munch-token,MUNCH, Munch Token
 attrace,ATTR, Attrace
 dukecoin,DKC, Dukecoin
 mercenary,MGOLD, Mercenary
 magnet-gold,MTG, MagnetGold
 busdx,BUSDX, BUSDX
 meli-games,MELI, MELI
 grimace-net,GRIMACE, GrimaceCoinCrypto
 2share,2SHARES, 2SHARE
 space-token,SPACE, Space Token
 metaplay,MPLAY, MetaPlay
 movingon-finance,MOVON, MovingOn Finance
 treat-dao-new,TREAT, Treat DAO [new]
 ola-city,OLA, OLA
 burn-to-earn,BTE, Burn To Earn
 metaderby-hoof,HOOF, Metaderby Hoof
 early-bird,EBIRD, Early Bird
 poodle,POODL, Poodl Token
 verasaw-plant-token,VRS, Verasaw Plant Token
 ethereum-meta,ETHM, Ethereum Meta
 etherlite,ETL, Etherlite
 rising-sun,SUN, Rising Sun
 1irstgold,1GOLD, 1irstGold
 amasa,AMAS, Amasa
 anypad,APAD, Anypad
 babykitty,BABYKITTY, BabyKitty
 hotmoon-token,HOTMOON, HotMoon Token
 creature-hunters,CHTS, Creature Hunters
 3x-short-bitcoin-cash-token,BCHBEAR, 3x Short Bitcoin Cash Token
 speed-star-star,STAR, Speed Star STAR
 defrost-finance-h20,H2O, Defrost Finance
 benzene,BZN, Benzene
 magic-beasties,BSTS, Magic Beasties
 idefiyieldprotocol,IDYP, iDeFiYieldProtocol
 bluefi,BLEU, BleuFi
 vanspor-token,VAN, Vanspor Token
 corginftgame,COR, CorgiNFTGame
 genshinflokiinu-token,GFloki, GenshinFlokiInu
 flokimooni,FLOKIM, Flokimooni
 ebox,EBOX, ebox
 xnft-protocol,XNFT, xNFT Protocol
 babyethereum,BBETH, BabyEthereum
 taiwan-semiconductor-mfg-tokenized-stock-ftx,TSM, Taiwan Semiconductor Mfg tokenized stock FTX
 elon-buys-twitter,EBT, ELON BUYS TWITTER
 vconomics-decentralized-digital-economy,MICS, Vconomics - Decentralized Digital Economy
 knights-peasants,KNIGHT, Knights & Peasants
 iterationsyndicate,ITS, IterationSyndicate
 varen,VRN, Varen
 busd-buffet,BBFT, BUSD Buffet
 tanks-for-playing,TANKS, Tanks For Playing
 dcoin-token,DT, Dcoin Token
 galaxy-dao,GLXY, Galaxy
 giftedhands,GHD, Giftedhands
 meta-world-game,MTW, Meta World Game
 black-shiba-inu,SHIBB, BLACK SHIBA INU
 bacondao,BACON, BaconDAO
 moremoney-usd,MONEY, Moremoney USD
 yusd-stablecoin,YUSD, YUSD Stablecoin
 vndc,VNDC, VNDC
 cfx-quantum,CFXQ, CFX Quantum
 multiverse-capital,MVC, Multiverse Capital
 aloha,ALOHA, Aloha
 datachain-foundation,DC, DATACHAIN FOUNDATION (DC)
 quadency,QUAD, Quadency
 bitvalley,BITV, BitValley
 greenhouse,GREEN, Greenhouse
 everreflect,EVRF, EverReflect
 uangmarket,UANG, UangMarket
 shiro-inu,SHIR, Shiro Inu
 mu-continent,MU, Mu Continent
 b21-invest,B21, B21 Invest
 metaversemgl,MGLC, MetaverseMGL
 crodex,CRX, CRODEX
 harambe-protocol,RIPH, Harambe Protocol
 sake,SAK3, Sake
 polkaswap,PSWAP, Polkaswap
 browniesswap,BROWN, BrowniesSwap
 columbus,CBS, Columbus
 pikachu-inu,PIKACHU, Pikachu Inu
 crossing-the-yellow-blocks,CBK, Crossing the Yellow Blocks
 firebottoken,FBX, FireBotToken
 ksm-starter,KST, Karus Starter
 metaverse-nft-index,PLAY, Metaverse NFT Index
 last-survivor,LSC, Last Survivor
 ally-direct-token,DRCT, Ally Direct Token
 asimi,ASIMI, ASIMI
 bitcoin-metaverse,BITMETA, Bitcoin Metaverse
 jk-coin,JK, JK Coin
 starlink,SLNV2, StarLink
 euronin,EURONIN, EURONIN
 nix-bridge-token,VOICE, Voice Token
 stman-stickmans-battleground-nft-game,STMAN, STMAN | Stickman's Battleground NFT Game
 pampther,PAMPTHER, Pampther
 wonderhero-hon,HON, WonderHero
 eco-value-coin,EVC, Eco Value Coin
 ijascoin,IJC, IjasCoin
 dragon-pool,DP, Dragon Pool
 becoswap-token,BECO, BecoSwap Token
 cryptocart-v2,CCV2, CryptoCart V2
 metagochi,MGCHI, Metagochi
 xircus,XIRCUS, Xircus
 dogefood,DOGEFOOD, DOGEFOOD
 ndn-link,NDN, NDN Link
 celestial-unity,CU, Celestial Unity
 wegro-coin,WEGRO, WeGro
 zero-tech,ZERO, Zero
 vmates,MATE, Vmates
 little-rabbit,LTRBT, LITTLE RABBIT
 arti-project,ARTI, ARTi Project
 suteku,SUTEKU, Suteku
 yinbi,YINBI, Yinbi
 zyx,ZYX, ZYX
 polycat-finance,FISH, Polycat Finance
 ioten,IOTN, IOTEN
 bold-point,BPT, Bold Point
 fantom-oasis,FTMO, Fantom Oasis
 flag-network,FLAG, Flag Network
 marnotaur,TAUR, Marnotaur
 decentralized-data-crypto-system,DCS, Decentralized data crypto system
 coshi-inu,COSHI, CoShi Inu
 mnde,MNDE, Marinade
 hoppers-game,FLY, Hoppers Game
 yeni-malatyaspor-token,YMS, Yeni Malatyaspor Token
 siren,SI, Siren
 babydoge-coin,BABYDOGE, BabyDoge ETH
 anime-token,ANI, Anime Token
 louverture,LVT, Louverture
 corgicoin-net,CORGI, CorgiCoin
 revault-network,REVA, Revault Network
 doveswap-finance,DOVE, DoveSwap Finance
 idm-token,IDM, IDM Token
 feg-wrapped-usdt,fUSDT, FEG Wrapped USDT
 niifi,NIIFI, NiiFi
 dinger-token,DINGER, Dinger Token
 tiny-colony,TINY, TinyBits
 nomadland,NOMAD, Nomadland
 exip,EXIP, EXIP
 shiba-girlfriend,SHIBGF, Shiba Girlfriend
 xreators,ORT, XREATORS
 avaware-usd,AUSD, Avaware USD
 catpay,CATPAY, CATpay
 defily-finance,DFL, Defily Finance
 e1337,1337, E1337
 matic-launchpad,MATICPAD, Matic Launchpad
 waultswap-polygon,WEXPOLY, WaultSwap Polygon
 choice-coin,CHOICE, Choice Coin
 charactbit,CHB, Charactbit
 oxsolid,OXSOLID, oxSOLID
 aidi-finance-bsc,AIDI, Aidi Finance (BSC)
 icel-idman-yurdu-token,MIY, Icel Idman Yurdu Token
 safety,SFT, Safety
 daddy-doge,DADDYDOGE, Daddy Doge
 moonfarm-finance,MFO, Moonfarm Finance
 myriad-social,MYRIA, Myriad Social
 metacash,META, MetaCash
 eth-fan-token,EFT, ETH Fan Token Ecosystem
 gemlink,GLINK, Gemlink
 pocoland,POCO, Pocoland
 moola-market,MOO, Moola Market
 chhipscoin,CHH, CHHIPSCOIN
 playnity,PLY, PlayNity
 metawars,WARS, MetaWars
 rice-wallet,RICE, Rice Wallet
 bird-bro,BIRDBRO, Bird Bro
 adadao,ADAO, Adadao
 relay-token,RELAY, Relay Token
 metaworld,MW, Metaworld
 dabb-doge,DDOGE, Dabb Doge
 predictcoin,PRED, Predictcoin
 afrostar,AFRO, Afrostar
 hifi-gaming-society,HIFI, HiFi Gaming Society
 dexigas,DXG, Dexigas
 space-game-klaye,$KLAYE, Space Game KLAYE
 bankless-dao,BANK, Bankless DAO
 phonon-dao,PHONON, Phonon DAO
 many-worlds-token,MANY, Many Worlds Token
 shiba-fame,SHIBA FAME, Shiba Fame
 antis-inu,ANTIS, ANTIS INU
 picipo,PICIPO, Picipo
 treedefi,SEED, TreeDefi
 impactmarket,PACT, impactMarket
 artem-coin,ARTEM, Artem Coin
 h2o-token,H2O, H2O
 unbound-dollar,UND, Unbound Dollar
 tryhards,TRY, TryHards
 cia-protocol,CIA, Cia Protocol
 score-token,SCO, Score Token
 giresunspor-token,GRS, Giresunspor Token
 govworld,GOV, GovWorld
 pera-finance,PERA, Pera Finance
 metakings,MTK, Metakings
 ride-to-earn,RD2E, Ride To Earn
 oh-finance,OH, Oh! Finance
 momo-protocol,MOMO, Momo Protocol
 chain-wars,CWE, Chain Wars
 heroestd-cgc,CGC, HeroesTD CGC
 linkcoin-token,LKN, LinkCoin Token
 ize,IZE, IZE
 shib-army,SHIBARMY, Shib Army
 sonic-inu,SONIC, SONIC INU
 defrost-finance,MELT, Defrost Finance
 dogewhale,DOGEWHALE, Dogewhale
 flourishing-ai,AI, Flourishing AI
 kayserispor-token,KYSR, Kayserispor Token
 sanshu-inu,SANSHU, Sanshu Inu
 kanpeki,KAE, Kanpeki
 dot-dot-finance,DDD, Dot Dot Finance
 swapdex,SDX, SwapDEX
 lemochain,LEMO, LemoChain
 pixl-coin,PXLC, Pixl Coin
 cryption-network,CNT, Cryption Network
 ptokens-btc,PBTC, pTokens BTC
 coin-of-champions,COC, Coin of champions
 merchdao,MRCH, MerchDAO
 lorde-edge,EDGELON, Lorde Edge
 enreachdao,NRCH, EnreachDAO
 projectx,XIL, Project X
 dpwk,DPWK, DPWK
 rentible,RNB, Rentible
 evocardano,EVOC, EvoCardano
 epanus,EPS, Epanus
 ankr-reward-bearing-staked-bnb,aBNBc, Ankr Reward Bearing Staked BNB
 symmetric,SYMM, Symmetric
 nftstyle,NFTSTYLE, NFTStyle
 one-world,OWO, One World
 tastenft,TASTE, TasteNFT
 vancat-v2,VANCAT, Vancat
 classzz,CZZ, ClassZZ
 helena-financial,HELENA, Helena Financial
 megabitcoin,MBC, MegaBitcoin
 dreamdao,DREAM, DreamDAO
 baby-woj,BWJ, Baby WOJ
 derify-protocol,DRF, Derify Protocol
 universal-basic-income,UBI, Universal Basic Income
 hodl-finance,HFT, Hodl Finance
 sekuya,SKUY, SEKUYA
 wealthy-habits,WHB, Wealthy Habits
 czodiac-stabletoken,CZUSD, CZodiac Stabletoken
 infinitypad,INFP, InfinityPad
 revolotto,RVL, Revolotto
 nifty-league,NFTL, Nifty League
 yye-energy,YYE, YYE Energy
 adamant,ADMC, Adamant
 yieldzilla,YDZ, Yieldzilla
 pandora,PSR, Pandora Spirit
 fren-token,FREN, Fren
 coinflect,CFLT, Coinflect
 world-of-cryptia,CRYPT, World of Cryptia
 mytvchain-2,MYTV, MyTVchain [New]
 catoshi-nakamoto,CZATS, Catoshi
 moola-celo,mCELO, Moola Celo
 nftd-protocol,NFTD, NFTD Protocol
 locometa,LOCO, LocoMeta
 0xdao-v2,OXD V2, 0xDAO V2
 bali-token,BLI, BALI TOKEN
 yawww,YAW, Yawww
 ramenswap,RAMEN, RamenSwap
 ape-in-records,AIR, Ape In Records
 play-it-forward-dao,PIF, Play It Forward DAO
 space-sip,SIP, SPACE SIP
 amgen,AMG, Amgen
 gunstar-metaverse-currency,GSC, Gunstar Metaverse Currency
 cryptertoken,CRYPT, CrypterToken
 cryptovszombie,CVZ, CryptoVsZombie
 nolimitcoin,NLC, NoLimitCoin
 deblox,DGS, Deblox
 uniwhales,UWL, UniWhales
 shibanova,NOVA, ShibaNova
 anomus,ANOM, Anomus
 fufu,FUFU, FUFU
 aquari,AQUARI, Aquari
 aerovek-aviation,AERO, Aerovek Aviation
 nms-token,NMS, Nemesis
 lockpay,LOCKPAY, LockPay
 fantasy-war,FAWA, Fantasy War
 dragon-verse,DRV, Dragon Verse
 daolaunch,DAL, DAOLaunch
 iotex-monster-go,MTGO, Iotex Monster Go
 decurian,ECU, Decurian
 kittens-puppies,KAP, Kittens & Puppies
 nifty-defi-protocol,NFTY, NFTY DeFi Protocol
 new-frontier-presents,NFP, New Frontier Presents
 pokmonsters,POK, Pokmonsters
 ruyi,RUYI, Ruyi
 0x-nodes,BIOS, 0x_nodes
 oly-sport,OLY, Oly Sport
 diamond-love,LOVE, Diamond Love
 jackpot,777, Jackpot
 shiftal,SFL, Shiftal
 complifi,COMFI, CompliFi
 dogggo,DOGGGO, Dogggo
 moremoney-finance,MORE, More Token
 petaverse,PETA, Petaverse
 howl-city,HWL, Howl City
 bostrom,BOOT, Bostrom
 cross-chain-bridge-token,BRIDGE, Cross-Chain Bridge Token
 oiler-network,OIL, Oiler Network
 medano,MDO, Medano
 efin-decentralized,WEFIN, eFin Decentralized
 atlantis-loans,ATL, Atlantis Loans
 heres,HRS, Heres
 darkopera-finance,DARKO, DarkOpera Finance
 fantom-libero-financial,FLIBERO, Fantom Libero Financial
 relevant,REL, Relevant
 bluca,BLUC, Bluca
 drover-inu,DROVERS, Drover Inu
 dragonmaster,TOTEM, DragonMaster
 dexkit,KIT, DexKit
 envoy-network,ENV, Envoy
 jurassic-crypto,JRSC, Jurassic Crypto
 catboy-token,CATBOY, CatBoy
 ret,RET, Renewable Energy
 playposeidon-nft,PPP, PlayPoseidon NFT
 thoreum-v2,THOREUM, Thoreum V2
 pancakepoll,PPOLL, PancakePoll
 letcoinshop,LCS, LetCoinShop
 liquidifty,LQT, Liquidifty
 dotoracle,DTO, DotOracle
 dmz-token,DMZ, DeMon Token
 wrapped-pkt,WPKT, Wrapped PKT
 phantasia,$FANT, Phantasia Sports
 feeder-finance,FEED, Feeder.finance
 mstation,MST, MStation
 grim-evo,GRIM EVO, Grim EVO
 czfarm,CZF, CZodiac Farming Token
 moonshot,MSHOT, Moonshot
 moss-governance-token,MOSS, Moss Governance Token
 web3-inu,WEB3, Web3 Inu
 bami,BAMI, Bami
 sentiment-token,SENT, Sentiment Token
 blizz-finance,BLZZ, Blizz Finance
 darussafaka-sports-club-token,DSK, Darüşşafaka Sports Club Token
 frenchie-network,FREN, Frenchie Network
 bitorbit,BITORB, BitOrbit
 aqua-pig,AQUAPIG, Aqua Pig
 nftpad,NFTPAD, NFTPad
 trace-network-labs,TRACE, Trace Network Labs
 monster-slayer-finance,MSC, Monster Slayer Cash
 daosquare,RICE, DAOSquare
 myobu,MYOBU, Myōbu
 muesliswap-yield-token,MYIELD, MuesliSwap Yield Token
 oxfinance,OXFI, Oxfinance
 cryptosword,SWD, CryptoSword
 exotix,EXOTIX, Exotix
 joke-community,$JOKE, Joke Community
 gscarab,GSCARAB, GScarab
 dx-spot,DXS, Dx Spot
 nasdex,NSDX, NASDEX
 eth-2x-flexible-leverage-index-polygon,ETH2X-FLI-P, ETH 2x Flexible Leverage Index (Polygon)
 elitheum,ELTHM, Elitheum
 trustkeys-network,TRUSTK, TrustKeys Network
 apwars,WGOLD, APWars
 cryptobattles,CBT, CryptoBattles
 pizza-game,PIZZA, Pizza Game
 yobit-token,YO, Yobit Token
 adroverse,ADR, Adroverse
 artx-trading,ARTX, ARTX Trading
 hibiki-finance,HIBIKI, Hibiki Finance
 smolting-inu,SMOL, smolting inu
 3x-short-eos-token,EOSBEAR, 3x Short EOS Token
 fuma-finance,FUMA, Fuma Finance
 clifford-inu,CLIFF, Clifford Inu
 dawn-wars,DW, Dawn Wars
 for-meta-world,4MW, For Meta World
 moma-protocol,MOMAT, Moma Protocol
 artik,ARTK, Artik
 coral-swap,CORAL, Coral Swap
 cyber-crystal,CRYSTAL, Cyber Crystal
 fortress-lending,FTS, Fortress Lending
 retrogression,RTGN, Retrogression
 medi-token,MEDI, Medi Token
 captain-inu,CPTINU, Captain Inu
 waultswap,WEX, WaultSwap
 ark-of-the-universe,ARKS, Ark Of The Universe
 astronos,ASTRO, Astronos
 tuzlaspor-token,TUZLA, Tuzlaspor Token
 eshark-token,ESHK, eShark Token
 felix-token,FLX, Felix
 dog-collar,COLLAR, Dog Collar
 hecofi,HFI, HecoFi
 ledgerscore,LED, LedgerScore
 holy-trinity,HOLY, Holy Trinity
 micropee,PEE, MicroPee
 euro-shiba-inu,EShib, Euro Shiba Inu
 metamall,MALL, Metamall
 obtoken,OBT, OBToken
 banksocial,BSL, BankSocial
 starchi,ELIXIR, Starchi
 2omb-finance,2OMB, 2omb Finance
 carrot,CRT, Carrot
 vanity,VNY, Vanity
 darenft,DNFT, DareNFT
 nextep,NEXTEP, NEXTEP
 cowcoin,CC, CowCoin
 sea-token,SEA, SEA
 ubiner,UBIN, Ubiner
 moonarch-app,MOONARCH, Moonarch.app
 amaterasu-finance,IZA, Amaterasu Finance
 citystates-medieval,CSM, CityStates: Medieval
 utopia-utility-token,UTO, Utopia (utility Token)
 justmoney,JM, JustMoney
 h2o-poseidon,PSDN, H2O
 cubo,CUBO, Cubo
 unlock-protocol,UDT, Unlock Protocol
 alpha-brain-capital-2,ACAP, Alpha Capital (New)
 maison-capital,MSN, Maison Capital
 meow-swap,MEOW, MeowSwap
 wolfcoin-wolf,WOLF, WOLFCOIN
 alita-finance,ALI, Alita Finance
 goinfluencer,GOIN, GOinfluencer
 diyarbekirspor-token,DIYAR, Diyarbekirspor Token
 ascend-node-club,ASND, Ascend Node Club
 hamster-share,HSHARE, Hamster Share
 fuusion,FUU, Fuusion
 matrixetf,MDF, MatrixETF
 eqo,EQO, EQO
 hudi,HUDI, Hudi
 soulswap-finance,SOUL, SoulSwap Finance
 avaware,AVE, Avaware
 metacontinental,CON, MetaContinental
 d3-protocol,DEFI, D3 Protocol
 story,STORY, Story
 rise-of-defenders,RDR, Rise of Defenders
 ape-fun-token,AFT, Ape Fun Token
 metagame-arena,MGA, Metagame Arena
 1box,1BOX, 1BOX
 creditum,CREDIT, Creditum
 farmerdoge,CROP, FarmerDoge
 mt-pelerin,MPS, Mt Pelerin Shares
 shuna-inuverse,SHUNAV2, Shuna Inuverse
 planet-sandbox,PSB, Planet Sandbox
 charlie-finance,CHT, Charlie Finance
 synapse-network,SNP, Synapse Network
 ok-lets-go,OKLG, ok.lets.go.
 bafi-finance,BAFI, Bafi Finance
 shiba-floki,FLOKI, Shiba Floki Inu
 photochromic,PHCR, PhotoChromic
 auditchain,AUDT, Auditchain
 one-basis-cash,OBS, One Basis
 ccomp,CCOMP, cCOMP
 flying-colours,OURS, Flying Colours
 women-empowerment-token,WEMP, Women Empowerment Token
 fantom-maker,FAME, Fantom Maker
 basketcoin,BSKT, BasketCoin
 the-neighbours,NEIBR, The Neighbours
 sweep-capital,SWEEP, Sweep Capital
 50x-com,50X, 50x.com
 clucoin,CLU, CluCoin
 nft4play,4PLAY, NFT4Play
 dragonmaster-dmt,DMT, DragonMaster
 uncharted,UNC, Uncharted
 pussy-financial,PUSSY, Pussy Financial
 altswitch,ALTS, AltSwitch
 moonwolf,WOLF, moonwolf.io
 gorilla-diamond,GDT, Gorilla Diamond
 boorio,ORIO, Boorio
 umetaworld,UMW, UMetaWorld
 wiggly-finance,WGL, Wiggly Finance
 nano-dogecoin,INDC, Nano Dogecoin
 cryptotem,TOTEM, Cryptotem
 the-monopolist,MONO, The Monopolist
 smart-music,MUSIC, Smart Music
 asuna-inu,ASUNAINU, Asuna
 ethereummax,EMAX, EthereumMax
 monox-protocol-token,MONO, MonoX Protocol
 angelscreed,ANGEL, AngelsCreed
 valuablecoins,VC, ValuableCoins
 foodchain-global,FOOD, FoodChain Global
 sentre-protocol,SNTR, Sentre Protocol
 mars,Mars, Mars
 wardenswap,WAD, WardenSwap
 elontech,ETCH, ElonTech
 lava-financial,LAVA, Lava Financial
 shield-finance,COLI, Coliquidity
 cherish,CHC, Cherish
 omni-consumer-protocols,OCP, Omni Consumer Protocols
 hashmasks,MASK20, Hashmasks
 rebaked,BAKED, reBaked
 flare-token,1FLR, Flare Token
 etherrock-72,PEBBLE, Etherrock#72
 kephi-gallery,KPHI, Kephi Gallery
 zeus10000-new,ZEUS, ZEUS10000 (NEW)
 genesis-mana,MANA, Genesis Mana
 pi-network-defi,PI NETWORK DEFI, Pi Network DeFi
 pathfundv2,PATH, PathFundV2
 lots-gaming,LTSG, Lots Gaming
 h2finance,YFIH2, H2Finance
 exzocoin-2,EXZO, ExzoCoin 2.0
 flash-currency,TFC, The Flash Currency
 decentralized-community-investment-protocol,DCIP, Decentralized Community Investment Protocol
 sharity,$SHARI, Sharity
 crypto-stake-token,CST, Crypto Stake Token
 dehero,HEROES, DeHero
 marscolony,CLNY, MarsColony
 samuraibattle,SMB, SamuraiBattle
 fang-token,FANG, FANG Token
 ichello-music-technology,ELLO, ICHELLO Music & Technology
 clear-water,$CLEAR, Clear Water
 bunnyverse,BNV, BunnyVerse
 doshi,DOSHI, Doshi
 geopoly,GEO$, Geopoly
 tank-battle,TBL, Tank Battle
 3x-long-vechain-token,VETBULL, 3X Long VeChain Token
 reflecto,REFLECTO, Reflecto
 hermes-defi,IRIS, Hermes Defi
 turtles-token,TRTLS, Turtles Token
 swaperry,PERRY, Swaperry
 cardwallet,CW, CWallet
 xmooney,XM, xMooney
 jur,JUR, Jur
 forcecowboy,FCB, ForceCowBoy
 peachfolio,PCHF, peachfolio
 doragonland,DOR, DoragonLand
 star-chain,STAR1, Star Chain
 moonshots-farm,BONES, Moonshots Farm
 vip-token,VIP, VIP Token
 cryptokek,KEK, Cryptokek
 salary-mining,SLRM, Salary Mining
 hamster-money,HAM, Hamster Money
 koakombat,KOACOMBAT, KoaCombat
 beyond-meat-tokenized-stock-ftx,BYND, Beyond Meat tokenized stock FTX
 ideamarket,IMO, Ideamarket
 kingdomswap-2,KS2, Kingdomswap (New)
 beforecoinmarketcap,BCMC1, BeforeCoinMarketCap
 pay-it-now,PIN, Pay It Now
 schrodinger,KITTY DINGER, Schrodinger
 3x-long-dragon-index-token,DRGNBULL, 3X Long Dragon Index Token
 recast1-coin,R1, Recast1 Coin
 web3-all-best-ico,WEB3ALLBI, Web3 ALL BEST ICO
 ixo,IXO, IXO
 truepnl,PNL, TruePNL
 merchant-token,MTO, Merchant Token
 wrapped-monero,WXMR, Wrapped Monero
 xr-shiba-inu,XRSHIB, XR Shiba Inu
 doom-hero-game,DHG, Doom Hero Game
 doge-universe,SPACEXDOGE, Doge Universe
 superciety,SUPER, Superciety
 fairum,FAI, Fairum
 zerofi,ZERI, ZeroFi
 uniswap-finance,UNFI, Uniswap Finance
 heroverse,HER, HeroVerse
 klayfi-finance,KFI, KlayFi Finance
 taptoken,TAP, TAPME Token
 amc-entertainment-holdings-tokenized-stock-ftx,AMC, AMC Entertainment Holdings tokenized stock FTX
 qchi-chain,QHC, QChi Chain
 superdoge,SUPDOG, SuperDoge
 xgold-coin,XGOLD, XGOLD COIN
 plutos-network,PLUT, Plutos Network
 nurifootball,NRFB, NuriFootBall
 hintchain,HINT, Hintchain
 lavaswap,LAVA, LavaSwap
 the-troller-coin,TROLLER, The Troller Coin
 meta-plane,MPL, Meta Plane
 satoshistreetbets,SSB, SatoshiStreetBets Token
 etherstones,ETHS, Etherstones
 apex-predator,APEX, Apex Predator
 scarab-finance,SCARAB, Scarab Finance
 finance-vote,FVT, Finance.Vote
 bunnypark-bg,BG, BunnyPark Game
 tarality,TARAL, Tarality
 joltify,JOLT, Joltify
 nabob,NABOB, Nabob
 ucrowdme,UCM, UCROWDME
 bitceo,BCEO, bitCEO
 thehappycoin,HAPPY, HappyCoin
 voltage,VOLT, Voltage
 parastate,STATE, ParaState
 nix-bridge-token,VOICE, Voice Token
 metadoge-token,METADOGE, MetaDoge
 valor,V$, Valor
 xfuel,XFUEL, XFUEL
 diviner-protocol,DPT, Diviner Protocol
 watchdo,WDO, WatchDO
 ternio,TERN, Ternio
 chainlist,CLIST, Chainlist
 golden-roots,GDR, Golden Roots
 heropark,HP, HeroPark
 boku,BOKU, Boryoku Dragonz
 moonlight-token,MOONLIGHT, Moonlight Token
 kickpad,KPAD, KickPad
 hellsing-inu,HELLSING, Hellsing Inu
 chirp,CHIRP, Chirp
 foxgirl,FOXGIRL, FoxGirl
 crypto-birds,XCB, Crypto Birds
 vanilla,VNL, Vanilla
 batasm-protocol-bftm,BFTM, Batasm Protocol BFTM
 vision-network,VSN, Vision Network
 croc-boy,CROC, CROC BOY
 snail-trail,SLIME, Snail Trail
 zombie-world-z,ZWZ, Zombie World Z
 gamestation,GAMER, GameStation
 dipper-network,DIP, Dipper Network
 doge-1-mission-to-the-moon,DOGE-1, Doge-1 Mission to the moon
 globaltrustfund-token,GTF, GLOBALTRUSTFUND TOKEN
 outrace,ORE, Outrace
 meliora,MORA, Meliora
 evodefi,GENX, Evodefi
 lasereyes,LSR, LaserEyes
 cleanocean-new,CLEAN, CleanOcean (New)
 1doge,1DOGE, 1Doge
 zensports,SPORTS, ZenSports
 flash-technologies,FLASH, Flash Technologies
 etheking,ETHE, ETHEKing
